question	questionid	storyid	ner
When did John sing his sermons?	c71bb23b-7731-4233-8298-76ba6886cee1_Q1	c71bb23b-7731-4233-8298-76ba6886cee1	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'John', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 19, 'characterOffsetEnd': 22, 'ner': 'PERSON'}]"
Did John's congregation like the musical sermons?	c71bb23b-7731-4233-8298-76ba6886cee1_Q2	c71bb23b-7731-4233-8298-76ba6886cee1	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'John', 'characterOffsetBegin': 4, 'characterOffsetEnd': 8, 'ner': 'PERSON'}]"
How many people were in John's congregation?	c71bb23b-7731-4233-8298-76ba6886cee1_Q3	c71bb23b-7731-4233-8298-76ba6886cee1	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'John', 'characterOffsetBegin': 24, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"
When was Karl a good baseball player?	d869c6d9-4a06-4d94-bf97-dc37167a5520_Q0	d869c6d9-4a06-4d94-bf97-dc37167a5520	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Karl', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 7, 'tokenBegin': 5, 'tokenEnd': 7, 'text': 'baseball player', 'characterOffsetBegin': 21, 'characterOffsetEnd': 36, 'ner': 'TITLE'}]"
What did Karl join?	d869c6d9-4a06-4d94-bf97-dc37167a5520_Q1	d869c6d9-4a06-4d94-bf97-dc37167a5520	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Karl', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"
What is Karl like?	d869c6d9-4a06-4d94-bf97-dc37167a5520_Q2	d869c6d9-4a06-4d94-bf97-dc37167a5520	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Karl', 'characterOffsetBegin': 8, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"
How did Karl hurt his knee?	d869c6d9-4a06-4d94-bf97-dc37167a5520_Q3	d869c6d9-4a06-4d94-bf97-dc37167a5520	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'he', 'characterOffsetBegin': 8, 'characterOffsetEnd': 10, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 16, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"
Where did Wendy work?	e663b977-2af7-4b1d-bd33-352d932f851b_Q0	e663b977-2af7-4b1d-bd33-352d932f851b	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Wendy', 'characterOffsetBegin': 10, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"
Did Wendy like her job?	e663b977-2af7-4b1d-bd33-352d932f851b_Q1	e663b977-2af7-4b1d-bd33-352d932f851b	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'she', 'characterOffsetBegin': 4, 'characterOffsetEnd': 7, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 13, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"
Who was annoying Wendy?	e663b977-2af7-4b1d-bd33-352d932f851b_Q2	e663b977-2af7-4b1d-bd33-352d932f851b	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 17, 'characterOffsetEnd': 20, 'ner': 'PERSON'}]"
Who did Wendy fire?	e663b977-2af7-4b1d-bd33-352d932f851b_Q3	e663b977-2af7-4b1d-bd33-352d932f851b	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 8, 'characterOffsetEnd': 11, 'ner': 'PERSON'}]"
What happened to Meg's mom?	f3643541-c339-4377-851d-144ea400d551_Q0	f3643541-c339-4377-851d-144ea400d551	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Meg', 'characterOffsetBegin': 17, 'characterOffsetEnd': 20, 'ner': 'PERSON'}]"
Who was Meg's dad?	f3643541-c339-4377-851d-144ea400d551_Q1	f3643541-c339-4377-851d-144ea400d551	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Meg', 'characterOffsetBegin': 8, 'characterOffsetEnd': 11, 'ner': 'PERSON'}]"
How long after his wife died did Eric marry?	f3643541-c339-4377-851d-144ea400d551_Q2	f3643541-c339-4377-851d-144ea400d551	"[{'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Eric', 'characterOffsetBegin': 33, 'characterOffsetEnd': 37, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'his', 'characterOffsetBegin': 15, 'characterOffsetEnd': 18, 'ner': 'PERSON'}]"
Who were very sad?	f3643541-c339-4377-851d-144ea400d551_Q3	f3643541-c339-4377-851d-144ea400d551	[]
What was Nick trying to buy?	f7559f25-0358-4f57-b079-dec2199b4ec3_Q0	f7559f25-0358-4f57-b079-dec2199b4ec3	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Nick', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"
Who couldn't Nick trust?	f7559f25-0358-4f57-b079-dec2199b4ec3_Q1	f7559f25-0358-4f57-b079-dec2199b4ec3	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Nick', 'characterOffsetBegin': 13, 'characterOffsetEnd': 17, 'ner': 'PERSON'}]"
Why did Nick decide to move out?	f7559f25-0358-4f57-b079-dec2199b4ec3_Q2	f7559f25-0358-4f57-b079-dec2199b4ec3	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'he', 'characterOffsetBegin': 8, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"
How quickly did Nick move out?	f7559f25-0358-4f57-b079-dec2199b4ec3_Q3	f7559f25-0358-4f57-b079-dec2199b4ec3	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'he', 'characterOffsetBegin': 16, 'characterOffsetEnd': 18, 'ner': 'PERSON'}]"
Where was the crow sitting?	fables-01_Q1	fables-01	[]
Who set his wits to work?	fables-01_Q10	fables-01	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 8, 'characterOffsetEnd': 11, 'ner': 'PERSON'}]"
Who tried to discover how to get the cheese?	fables-01_Q11	fables-01	[]
What did the fox say about the bird's beauty?	fables-01_Q12	fables-01	[]
How did the crow caw?	fables-01_Q13	fables-01	[]
Who did the fox notice?	fables-01_Q14	fables-01	[]
Who observed the corvine bird?	fables-01_Q15	fables-01	[]
Who needed intelligence?	fables-01_Q16	fables-01	[]
Who was perched on a branch?	fables-01_Q17	fables-01	[]
Who felt buttered up?	fables-01_Q18	fables-01	[]
What did the crow have in her beak?	fables-01_Q2	fables-01	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'her', 'characterOffsetBegin': 26, 'characterOffsetEnd': 29, 'ner': 'PERSON'}]"
Who is the Story about?	fables-01_Q3	fables-01	[]
What did the fox do to the cheese?	fables-01_Q4	fables-01	[]
Where was the fox standing?	fables-01_Q5	fables-01	[]
What did the crow feel?	fables-01_Q6	fables-01	[]
Who flattered the crow?	fables-01_Q7	fables-01	[]
What was the crow doing?	fables-01_Q8	fables-01	[]
Where was the cheese?	fables-01_Q9	fables-01	[]
Who was feeding in a meadow?	fables-02_Q1	fables-02	[]
Why did not the lion attack the bull?	fables-02_Q10	fables-02	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'attack', 'characterOffsetBegin': 21, 'characterOffsetEnd': 27, 'ner': 'CAUSE_OF_DEATH'}]"
What did the lion fear?	fables-02_Q11	fables-02	[]
What is ugly?	fables-02_Q12	fables-02	[]
Who salivated?	fables-02_Q13	fables-02	[]
Why did the lion salivate?	fables-02_Q14	fables-02	[]
What did the lion advise the bull?	fables-02_Q15	fables-02	[]
Why did the lion advise the bull to remove its horns?	fables-02_Q16	fables-02	[]
What did the lion decide?	fables-02_Q17	fables-02	[]
Who has horns?	fables-02_Q18	fables-02	[]
Who did the big cat witness?	fables-02_Q19	fables-02	[]
Who was persuaded by this flattery?	fables-02_Q2	fables-02	[]
Why did not the lion strike the bull?	fables-02_Q20	fables-02	[]
What did the lion gobble?	fables-02_Q21	fables-02	[]
What did the lion consume?	fables-02_Q22	fables-02	[]
Who tried to kill the bull?	fables-02_Q23	fables-02	[]
Where was the bull?	fables-02_Q3	fables-02	[]
Who was grazing?	fables-02_Q4	fables-02	[]
Who watched the bull?	fables-02_Q5	fables-02	[]
What did the lion feign?	fables-02_Q6	fables-02	[]
Who is the story about?	fables-02_Q7	fables-02	[]
Who was foolish?	fables-02_Q8	fables-02	[]
What did the lion want?	fables-02_Q9	fables-02	[]
Who is the story about?	fables-03_Q1	fables-03	[]
Where where the contents of the horn spilled?	fables-03_Q10	fables-03	[]
What was heated?	fables-03_Q11	fables-03	[]
What did the Serpent do in revenge?	fables-03_Q12	fables-03	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Serpent', 'characterOffsetBegin': 13, 'characterOffsetEnd': 20, 'ner': 'MISC'}]"
Who seized it?	fables-03_Q13	fables-03	[]
Who had its coils around him?	fables-03_Q14	fables-03	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'him', 'characterOffsetBegin': 25, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"
Who was a witness of the encounter?	fables-03_Q15	fables-03	[]
Who came to the assistance of the Eagle?	fables-03_Q16	fables-03	[]
What did the countryman own?	fables-03_Q17	fables-03	[]
Who succeeded in freeing him?	fables-03_Q18	fables-03	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'him', 'characterOffsetBegin': 25, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"
What did the countryman free the eagle from?	fables-03_Q19	fables-03	[]
Who swooped down upon a Serpant?	fables-03_Q2	fables-03	[]
What did the Serpent spat?	fables-03_Q20	fables-03	[]
Who spilled its contents?	fables-03_Q21	fables-03	[]
Who swooped towards a snake?	fables-03_Q22	fables-03	[]
Who spiraled around the eagle?	fables-03_Q23	fables-03	[]
What did the bird of prey descend toward?	fables-03_Q24	fables-03	[]
Who skirmished with the serpent?	fables-03_Q25	fables-03	[]
Who tried to support the eagle?	fables-03_Q26	fables-03	[]
Where did the serpent spat some toxin?	fables-03_Q27	fables-03	[]
What did the Eagle seize it with?	fables-03_Q3	fables-03	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Eagle', 'characterOffsetBegin': 13, 'characterOffsetEnd': 18, 'ner': 'ORGANIZATION'}]"
Who came to the assistance of the Eagle?	fables-03_Q4	fables-03	[]
What did the Serpent spit?	fables-03_Q5	fables-03	[]
Where did the Serpent spit some poison?	fables-03_Q6	fables-03	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'poison', 'characterOffsetBegin': 32, 'characterOffsetEnd': 38, 'ner': 'CAUSE_OF_DEATH'}]"
What did the countryman decide?	fables-03_Q7	fables-03	[]
Who spilled the drinking vessel?	fables-03_Q8	fables-03	[]
What did the eagle spill?	fables-03_Q9	fables-03	[]
Who did the Fox invite to dinner?	fables-04_Q1	fables-04	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Fox', 'characterOffsetBegin': 12, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"
Who failed to drink some broth?	fables-04_Q10	fables-04	[]
What was the shape of the neck of the pitcher?	fables-04_Q11	fables-04	"[{'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'pitcher', 'characterOffsetBegin': 38, 'characterOffsetEnd': 45, 'ner': 'TITLE'}]"
What was clever?	fables-04_Q12	fables-04	[]
What was the soup served in?	fables-04_Q13	fables-04	[]
Who tried to drink some savory broth and failed?	fables-04_Q14	fables-04	[]
Who tried to drink some savory stock?	fables-04_Q15	fables-04	[]
What did the canine serve?	fables-04_Q16	fables-04	[]
Who attempted to drink some savory soup?	fables-04_Q17	fables-04	[]
What was the only fare provided?	fables-04_Q2	fables-04	[]
Where was some soup served?	fables-04_Q3	fables-04	[]
Who is the story about?	fables-04_Q4	fables-04	[]
What did the fox do to the soup?	fables-04_Q5	fables-04	[]
Why did the fox begin to be hungry and begin to be helpless?	fables-04_Q6	fables-04	[]
What did the stork easily fitted the long bill into?	fables-04_Q7	fables-04	[]
Why did the Fox sit by hungry and helpless?	fables-04_Q8	fables-04	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Fox', 'characterOffsetBegin': 12, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"
What was savoury?	fables-04_Q9	fables-04	[]
Who was the Farmer greatly annoyed by?	fables-05_Q1	fables-05	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Farmer', 'characterOffsetBegin': 12, 'characterOffsetEnd': 18, 'ner': 'TITLE'}]"
Who caught the fox?	fables-05_Q10	fables-05	[]
Who freed the fox?	fables-05_Q11	fables-05	[]
Why did the agriculturist begin to be unlucky?	fables-05_Q12	fables-05	[]
What burned completely?	fables-05_Q13	fables-05	[]
Who was stealing the chicken?	fables-05_Q14	fables-05	[]
What did the agriculturist ignite?	fables-05_Q15	fables-05	[]
Who did the agriculturist unloosen?	fables-05_Q16	fables-05	[]
Where did the Fox make straight for?	fables-05_Q2	fables-05	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Fox', 'characterOffsetBegin': 14, 'characterOffsetEnd': 17, 'ner': 'PERSON'}]"
Who lost all his harvest?	fables-05_Q3	fables-05	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'his', 'characterOffsetBegin': 13, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"
Who set a trap?	fables-05_Q4	fables-05	[]
Where did the agriculturist tie some fiber onto?	fables-05_Q5	fables-05	[]
Who kindled the fiber?	fables-05_Q6	fables-05	[]
What ignited and burned completely?	fables-05_Q7	fables-05	[]
Who lost their crop?	fables-05_Q8	fables-05	[]
What did the farmer lose?	fables-05_Q9	fables-05	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'farmer', 'characterOffsetBegin': 13, 'characterOffsetEnd': 19, 'ner': 'TITLE'}]"
Where was the lion sleeping?	fables-06_Q1	fables-06	[]
What woke up the lion?	fables-06_Q10	fables-06	[]
Why did the trapper spread some net?	fables-06_Q11	fables-06	[]
Who entreated the lion?	fables-06_Q12	fables-06	[]
Where did the mouse run?	fables-06_Q13	fables-06	[]
What did the mouse recognise?	fables-06_Q14	fables-06	[]
What were the ropes gnawed with?	fables-06_Q15	fables-06	[]
Who expressed mirth?	fables-06_Q16	fables-06	[]
Who gnawed the bungee?	fables-06_Q17	fables-06	[]
Why was the mouse terrified?	fables-06_Q18	fables-06	[]
Who entangled himself in the meshing?	fables-06_Q19	fables-06	[]
Who is terrified?	fables-06_Q2	fables-06	[]
What did the hunter spread?	fables-06_Q20	fables-06	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'hunter', 'characterOffsetBegin': 13, 'characterOffsetEnd': 19, 'ner': 'TITLE'}]"
What seized the mouse?	fables-06_Q21	fables-06	[]
What did the Lion seize the mouse with?	fables-06_Q22	fables-06	[]
What did it set to work to gnaw?	fables-06_Q23	fables-06	[]
What did the mouse gnaw the ropes with?	fables-06_Q24	fables-06	[]
Who would reward kindness?	fables-06_Q25	fables-06	[]
What did the mouse know?	fables-06_Q26	fables-06	[]
What did the lion take with its paw?	fables-06_Q27	fables-06	[]
Why did the lion wake up?	fables-06_Q28	fables-06	[]
What amused the Lion so much?	fables-06_Q3	fables-06	[]
Where did the Lion get entangled in one day?	fables-06_Q4	fables-06	"[{'docTokenBegin': 7, 'docTokenEnd': 9, 'tokenBegin': 7, 'tokenEnd': 9, 'text': 'one day', 'characterOffsetBegin': 36, 'characterOffsetEnd': 43, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P1D'}}]"
Who heard and recognised his roars of anger and ran to the spot?	fables-06_Q5	fables-06	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 25, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"
Why was the lion awaked?	fables-06_Q6	fables-06	[]
Who spread some net in order to catch a big game?	fables-06_Q7	fables-06	[]
Who entangled himself in the net?	fables-06_Q8	fables-06	[]
What did the mouse immediately begin gnawing?	fables-06_Q9	fables-06	[]
Why did Alyssa go to Miami?	mc500.train.0_Q0	mc500.train.0	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Miami', 'characterOffsetBegin': 21, 'characterOffsetEnd': 26, 'ner': 'CITY'}]"
What did Ellen order?	mc500.train.0_Q1	mc500.train.0	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ellen', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"
"Where did Alyssa, Kristin, Rachel and Ellen go for dinner?"	mc500.train.0_Q10	mc500.train.0	[]
Where did Alyssa meet her friends?	mc500.train.0_Q11	mc500.train.0	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 22, 'characterOffsetEnd': 25, 'ner': 'PERSON'}]"
What did Ellen and Alyssa have to drink?	mc500.train.0_Q12	mc500.train.0	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ellen', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Alyssa', 'characterOffsetBegin': 19, 'characterOffsetEnd': 25, 'ner': 'PERSON'}]"
What did the ladies do after dinner?	mc500.train.0_Q13	mc500.train.0	[]
Did Alyssa and her friends have a lot of fun?	mc500.train.0_Q14	mc500.train.0	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Alyssa', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 15, 'characterOffsetEnd': 18, 'ner': 'PERSON'}]"
Did Alyssa go swimming?	mc500.train.0_Q15	mc500.train.0	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Alyssa', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"
What did Alyssa do while at the beach?	mc500.train.0_Q16	mc500.train.0	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"
